Conta;Classificação;Tipo;Nome da conta contábil;Saldo anterior;Débito;Crédito;Saldo atual
789;01.01.007.001.000572196;;Dom3968;0,00;323.818,88;323.818,88;0,00
789;01.01.007.001.000504836;;Dom3974;0,00;1.691,24;1.691,24;0,00
789;01.01.007.001.000497564;;Dom3992;0,00;2.436,28;2.436,28;0,00
789;01.01.007.001.000497565;;Dom3994;0,00;26.700,80;26.700,80;0,00
789;01.01.007.001.000497587;;Dom3997;0,00;1.700,00;1.700,00;0,00
789;01.01.007.001.000426480;;Dom4011;14.194,02;0,00;0,00;14.194,02
789;01.01.007.001.000412659;;Dom4015;1.120,00;0,00;0,00;1.120,00
789;01.01.007.001.000426498;;Dom4016;0,00;152.545,03;152.545,03;0,00
789;01.01.007.001.000569125;;Dom4023;0,00;63.476,60;63.476,60;0,00
789;01.01.007.001.000569572;;Dom4032;0,00;11.101,11;462,50;10.638,61
789;01.01.007.001.000426511;;Dom4034;23.439,07;0,00;23.439,07;0,00
789;01.01.007.001.000504838;;Dom4035;0,00;7.678,26;7.678,26;0,00
789;01.01.007.001.000426497;;Dom4036;0,00;2.700,00;2.700,00;0,00
789;01.01.007.001.000569155;;Dom4038;0,00;220.019,87;220.019,87;0,00
789;01.01.007.001.000504839;;Dom4042;0,00;2.070,83;2.070,83;0,00
789;01.01.007.001.000569159;;Dom4044;0,00;362.713,79;362.713,79;0,00
789;01.01.007.001.000497568;;Dom4047;0,00;2.641,03;2.641,03;0,00
789;01.01.007.001.000569132;;Dom4049;0,00;716.721,16;716.721,16;0,00
789;01.01.007.001.000572195;;Dom4052;0,00;117.099,96;117.099,96;0,00
789;01.01.007.001.000497567;;Dom4053;0,00;1.754,58;1.754,58;0,00
789;01.01.007.001.000562108;;Dom4056;12.912,65;0,00;0,00;12.912,65
789;01.01.007.001.000569148;;Dom4061;0,00;211.797,41;211.797,41;0,00
789;01.01.007.001.000497572;;Dom4065;0,00;1.540,03;1.540,03;0,00
789;01.01.007.001.000497569;;Dom4066;0,00;1.881,87;1.881,87;0,00
789;01.01.007.001.000572190;;Dom4075;0,00;395.061,24;395.061,24;0,00
789;01.01.007.001.000569150;;Dom4076;0,00;104.337,68;104.337,68;0,00
789;01.01.007.001.000497575;;Dom4079;0,00;1.884,87;1.884,87;0,00
789;01.01.007.001.000569149;;Dom4080;0,00;199.195,73;199.195,73;0,00
789;01.01.007.001.000569573;;Dom4085;0,00;70.678,83;70.678,83;0,00
789;01.01.007.001.000497574;;Dom4092;0,00;985,80;985,80;0,00
789;01.01.007.001.000497581;;Dom4096;0,00;931,11;931,11;0,00
789;01.01.007.001.000569144;;Dom4102;0,00;95.363,98;95.363,98;0,00
789;01.01.007.001.000564723;;Dom4106;6.541,57;0,00;0,00;6.541,57
789;01.01.007.001.000569147;;Dom4113;0,00;142.901,32;142.901,32;0,00
789;01.01.007.001.000569126;;Dom4115;0,00;352.582,76;352.582,76;0,00
789;01.01.007.001.000569137;;Dom4120;0,00;208.311,36;208.311,36;0,00
789;01.01.007.001.000569138;;Dom4122;0,00;219.485,58;219.485,58;0,00
789;01.01.007.001.000569123;;Dom4124;0,00;199.939,14;199.939,14;0,00
789;01.01.007.001.000569129;;Dom4133;0,00;71.045,41;71.045,41;0,00
789;01.01.007.001.000572194;;Dom4138;0,00;87.261,77;87.261,77;0,00
789;01.01.007.001.000572191;;Dom4141;0,00;155.697,29;155.697,29;0,00
789;01.01.007.001.000569124;;Dom4145;0,00;69.155,07;69.155,07;0,00
789;01.01.007.001.000569133;;Dom4153;0,00;464.798,33;464.798,33;0,00
789;01.01.007.001.000569128;;Dom4157;0,00;325.895,71;325.895,71;0,00
789;01.01.007.001.000569130;;Dom4166;0,00;136.217,25;136.217,25;0,00
789;01.01.007.001.000573864;;Dom4176;0,00;11.564,98;447,22;11.117,76
789;01.01.007.001.000572187;;Dom4177;0,00;102.928,10;102.928,10;0,00
789;01.01.007.001.000562109;;Dom4183;0,00;468.818,32;468.818,32;0,00
789;01.01.007.001.000572193;;Dom4184;0,00;124.935,02;124.935,02;0,00
789;01.01.007.001.000569141;;Dom4191;0,00;205.129,73;205.129,73;0,00
789;01.01.007.001.000569153;;Dom4205;0,00;95.672,17;95.672,17;0,00
789;01.01.007.001.000569119;;Dom4226;0,00;122.490,39;122.490,39;0,00
789;01.01.007.001.000569135;;Dom4236;0,00;238.545,45;238.545,45;0,00
789;01.01.007.001.000572186;;Dom4237;0,00;149.009,72;149.009,72;0,00
789;01.01.007.001.000569142;;Dom4238;0,00;265.038,00;265.038,00;0,00
789;01.01.007.001.000569139;;Dom4246;0,00;70.279,72;70.279,72;0,00
789;01.01.007.001.000569140;;Dom4251;0,00;125.029,34;125.029,34;0,00
789;01.01.007.001.000497566;;Dom4257;0,00;2.059,16;2.059,16;0,00
789;01.01.007.001.000572192;;Dom4292;0,00;188.074,08;188.074,08;0,00
789;01.01.007.001.000569122;;Dom4296;0,00;32.196,72;32.196,72;0,00
789;01.01.007.001.000497588;;Dom4318;0,00;32.738,58;32.738,58;0,00
789;01.01.007.001.000497580;;Dom4387;0,00;920,45;920,45;0,00
789;01.01.007.001.000497563;;Dom4388;0,00;884,24;884,24;0,00
789;01.01.007.001.000497561;;Dom4389;0,00;884,24;884,24;0,00
789;01.01.007.001.000569157;;Dom4390;0,00;1.090.022,85;1.090.022,85;0,00
789;01.01.007.001.000569134;;Dom4494;0,00;1.065.310,44;1.065.310,44;0,00
789;01.01.007.001.000569120;;Dom4495;0,00;1.083.391,01;1.083.391,01;0,00
789;01.01.007.001.000572188;;Dom4496;0,00;1.100.555,87;1.100.555,87;0,00
785;01.01.008;T;ESTOQUES;8.697.757,99;16.283.909,32;14.640.603,69;10.341.063,62
54;01.01.008.001;T;ESTOQUES DE MERCADORIAS;8.697.757,99;16.283.909,32;14.640.603,69;10.341.063,62
55;01.01.008.001.004;C;Estoque de Mercadoria Para Revenda;8.697.757,99;16.283.909,32;14.640.603,69;10.341.063,62
3281;01.01.008.001.004.001;;Estoque de Mercadoria Para Revenda;8.697.757,99;16.283.909,32;14.640.603,69;10.341.063,62
68;01.01.009;T;DESPESAS DO EXERCÍCIO SEGUINTE PAGAS ANTECIPADAMENTE;51.667,74;0,00;6.657,77;45.009,97
69;01.01.009.001;T;DESPESAS DO EXERCÍCIO SEGUINTE PAGAS ANTECIPADAMENTE;51.667,74;0,00;6.657,77;45.009,97
71;01.01.009.001.002;;Outros Custos e Despesas Pagas Antecipadamente;20.341,19;0,00;3.214,91;17.126,28
70;01.01.009.001.001;;Prêmios de Seguros a Apropriar;31.326,55;0,00;3.442,86;27.883,69
78;01.02;T;NÃO CIRCULANTE;1.195.718,26;3.916,17;13.361,34;1.186.273,09
79;01.02.001;T;ATIVO REALIZÁVEL A LONGO PRAZO;64.234,01;0,00;0,00;64.234,01
91;01.02.001.002;T;COTAS DE CAPITAL;64.234,01;0,00;0,00;64.234,01
847;01.02.001.002.005;C;Cotas de Capital Unicred S/A;64.234,01;0,00;0,00;64.234,01
1408;01.02.001.002.005.001;;Cotas de Capital Unicred S/A;64.234,01;0,00;0,00;64.234,01
96;01.02.003;T;IMOBILIZADO;1.131.484,25;3.916,17;13.361,34;1.122.039,08
97;01.02.003.001;T;BENS E DIREITOS EM USO;1.590.728,70;3.916,17;0,00;1.594.644,87
104;01.02.003.001.007;;Aparelhos Telefônicos;47.208,00;0,00;0,00;47.208,00
107;01.02.003.001.010;;Benfeitorias em imóveis de terceiros;164.429,36;0,00;0,00;164.429,36
103;01.02.003.001.006;;Computadores e periféricos;481.586,13;3.916,17;0,00;485.502,30
106;01.02.003.001.009;;Instalações Diversas;39.099,00;0,00;0,00;39.099,00
98;01.02.003.001.001;;Máquinas e Equipamentos;444.432,67;0,00;0,00;444.432,67
99;01.02.003.001.002;;Móveis e Utensílios;413.973,54;0,00;0,00;413.973,54
115;01.02.003.005;T;(-) DEPRECIAÇÃO ACUMULADA;-459.244,45;0,00;13.361,34;-472.605,79
2697;01.02.003.005.011;;(-) Aparelhos Telefônicos;-15.228,92;0,00;393,41;-15.622,33
2696;01.02.003.005.010;;(-) Benfeitorias em Imóveis de Terceiros;-22.812,34;0,00;548,09;-23.360,43
121;01.02.003.005.006;;(-) Computadores Periféricos;-193.292,60;0,00;4.992,50;-198.285,10
2698;01.02.003.005.012;;(-) Instalações Diversas;-9.773,33;0,00;325,82;-10.099,15
116;01.02.003.005.001;;(-) Máquinas e equipamentos;-82.209,09;0,00;3.651,74;-85.860,83
117;01.02.003.005.002;;(-) Móveis e Utensílios;-135.928,17;0,00;3.449,78;-139.377,95
144;02;T;PASSIVO;64.848.762,99;68.706.680,67;60.941.740,38;57.083.822,70
145;02.01;T;CIRCULANTE;39.006.733,19;61.426.288,58;59.006.766,02;36.587.210,63
158;02.01.001;T;OBRIGAÇÕES TRABALHISTAS;634.822,08;260.005,10;334.736,18;709.553,16
159;02.01.001.001;T;FOLHA DE PAGAMENTO DE EMPREGADOS;137.347,16;137.347,16;153.950,41;153.950,41
160;02.01.001.001.001;;Salários a pagar;137.347,16;137.347,16;153.950,41;153.950,41
166;02.01.001.002;T;FOLHA DE PAGAMENTO DE AUTÔNOMOS;0,00;4.900,00;4.900,00;0,00
167;02.01.001.002.001;;Rendimentos Autônomos a Pagar;0,00;4.900,00;4.900,00;0,00
170;02.01.001.004;T;ENCARGOS SOCIAIS A RECOLHER;74.705,20;117.757,89;124.643,71;81.591,02
172;02.01.001.004.003;;FGTS a Recolher;13.878,66;13.878,66;15.441,66;15.441,66
171;02.01.001.004.001;;INSS a Recolher;60.826,54;103.879,23;109.202,05;66.149,36
175;02.01.001.005;T;PROVISÕES DA FOLHA DE PAGAMENTO;422.769,72;0,05;51.242,06;474.011,73
176;02.01.001.005.001;;Provisão de 13º salário;84.550,00;0,00;16.148,66;100.698,66
177;02.01.001.005.002;;Provisão de férias;229.077,77;0,05;21.864,93;250.942,65
178;02.01.001.005.003;;Provisão FGTS 13º Salário;6.764,00;0,00;1.291,89;8.055,89
179;02.01.001.005.004;;Provisão FGTS Férias;18.326,11;0,00;1.749,11;20.075,22
180;02.01.001.005.005;;Provisão INSS 13º Salário;22.659,42;0,00;4.327,84;26.987,26
181;02.01.001.005.006;;Provisão INSS Férias;61.392,42;0,00;5.859,63;67.252,05
146;02.01.002;T;FORNECEDORES;1.625.168,40;14.876.071,77;15.389.746,57;2.138.843,20
147;02.01.002.001;T;FORNECEDORES NACIONAIS;733.163,87;2.547.748,55;2.206.096,87;391.512,19
148;02.01.002.001.000185070;;51.033.211 Crystofer Luan Bussacro;0,00;300,00;300,00;0,00
148;02.01.002.001.000132397;;53.200.948 Juliana Bazzo;0,00;300,00;300,00;0,00
148;02.01.002.001.000486039;;54.857.234 Libania Valoto Negrao;0,00;15.500,00;15.500,00;0,00
148;02.01.002.001.000563842;;54.948.409 Artur Archangelo Costa Da Luz;0,00;7.800,00;7.800,00;0,00
148;02.01.002.001.000321369;;A. P. Da Silva Servicos Administrativos;0,00;7.130,00;7.130,00;0,00
148;02.01.002.001.000566697;;Adeilton Da Silva Paiva 07876995438;0,00;13.250,40;13.250,40;0,00
148;02.01.002.001.000150088;;Adoce Atacado E Varejo De Balas E Doces Ltda;345,82;0,00;0,00;345,82
148;02.01.002.001.000566085;;Alberto Luiz Rosa;0,00;450,00;450,00;0,00
148;02.01.002.001.000003161;;Ambiental Transportes Rodoviarios Ltda;197.350,85;798.366,45;626.645,97;25.630,37
148;02.01.002.001.000121500;;Andrea Belotto Pacheco Ltda;672,68;672,68;0,00;0,00
148;02.01.002.001.000564797;;Antonio Medeiros Simas Filho;0,00;20,80;20,80;0,00
148;02.01.002.001.000129770;;Asap Departamentos Ltda;86.890,88;111.280,02;24.889,14;500,00
148;02.01.002.001.000566090;;Berden Ltda;0,00;168.930,00;168.930,00;0,00
148;02.01.002.001.000003165;;Bora Transportes Ltda;0,00;0,00;1,00;1,00
148;02.01.002.001.000004132;;C A Pratomil Restaurantes Empresariais Ltda;0,00;6.210,80;6.210,80;0,00
148;02.01.002.001.000129792;;Carlos Da Cruz - Servicos Regulatorios De Produtos E Logistica Ltda;500,00;2.000,00;2.900,00;1.400,00
148;02.01.002.001.000004054;;Casa Santa Luzia Importadora Ltda;0,00;208,64;208,64;0,00
148;02.01.002.001.000566084;;Centro De Capacitacao Aduaneira Ltda;0,00;872,00;872,00;0,00
148;02.01.002.001.000132136;;Charlene Da Silva Teixeira 00793834082;2.100,00;2.800,00;700,00;0,00
148;02.01.002.001.000566696;;Cicera Maria Da Silva Paiva 05726749456;0,00;6.505,00;6.505,00;0,00
148;02.01.002.001.000491866;;Clinica Medica Prevencao Sociedade Empresaria Ltda;0,00;200,00;200,00;0,00
148;02.01.002.001.000129775;;Combact Controle De Pragas Ltda;0,00;499,00;499,00;0,00
148;02.01.002.001.000132233;;Conexos S/a;0,00;22.297,15;30.187,74;7.890,59
148;02.01.002.001.000119512;;Cooperativa De Producao E Abastecimento Do Vale Do Itajai;0,00;67,80;67,80;0,00
148;02.01.002.001.000129793;;Dell Computadores Do Brasil Ltda;0,00;4.236,83;4.236,83;0,00
148;02.01.002.001.000185790;;Docsaas Tecnologia Ltda;0,00;2.000,00;2.000,00;0,00
148;02.01.002.001.000129791;;Dp Servicos Administrativos Ltda;4.430,00;13.435,00;12.920,00;3.915,00
148;02.01.002.001.000003978;;Econet Editora Empresarial Ltda;0,00;264,97;264,97;0,00
148;02.01.002.001.000565601;;Edicoes Aduaneiras Ltda;0,00;8.523,00;8.523,00;0,00
148;02.01.002.001.000002596;;Elo Solucoes Logisticas Integradas Ltda;2.363,21;2.363,21;0,00;0,00
148;02.01.002.001.000261385;;Embalagem Facil Suprimentos Ltda;63,90;63,90;0,00;0,00
148;02.01.002.001.000004168;;Embalasul Embalagens Ltda;0,00;0,00;19.755,00;19.755,00
148;02.01.002.001.000129788;;Es Brasil Logistica Ltda;881,42;3.651,94;3.708,29;937,77
148;02.01.002.001.000129794;;Farhat Servicos, Locacoes, Intermediacao E Comercio Ltda;60.000,00;127.152,32;67.152,32;0,00
148;02.01.002.001.000562116;;Favorita Importacao E Distribuicao De Utilidade Domestica Lt;0,00;487,80;487,80;0,00
148;02.01.002.001.000003992;;Flexoarte Etiquetas E Rotulos Ltda;0,00;140,00;990,00;850,00
148;02.01.002.001.000129796;;Fogaca Advogados Associados;0,00;8.000,00;8.000,00;0,00
148;02.01.002.001.000147688;;Forte Distribuicao E Logistica Do Brasil Ltda;0,00;9.697,50;9.697,50;0,00
148;02.01.002.001.000129712;;Gett Solucoes Em Sistemas Para Comercio Exterior Ltda.;0,00;1.548,13;1.548,13;0,00
148;02.01.002.001.000003974;;Hippo Supermercados Ltda;481,37;3.194,70;2.713,33;0,00
148;02.01.002.001.000002589;;Hoffmann Suprimentos Corporativos Ltda;1.210,78;1.210,78;1.920,85;1.920,85
148;02.01.002.001.000319561;;Hotel Estacao 101 Ltda;0,00;6.188,80;6.188,80;0,00
148;02.01.002.001.000566059;;Hotelaria Brasil Ltda;0,00;1.151,22;1.151,22;0,00
148;02.01.002.001.000317690;;How Angle Gestao De Marcas E Produtos Ltda;0,00;4.527,60;4.527,60;0,00
148;02.01.002.001.000129771;;Instituto Nimbus De Tecnologia Social;0,00;450,00;450,00;0,00
148;02.01.002.001.000129782;;Intercorp Provedor De Internet Ltda;0,00;1.300,00;1.300,00;0,00
148;02.01.002.001.000566815;;Jonas Paulo De Souza E Cia Ltda;0,00;100,00;100,00;0,00
148;02.01.002.001.000191087;;Jose Luiz Ribeiro Transportes - Eireli;0,00;2.120,31;3.808,96;1.688,65
148;02.01.002.001.000129783;;Karin Moreira Cabral Saqueti Ltda;0,00;30.000,00;30.000,00;0,00
148;02.01.002.001.000129798;;Libra Servicos De Navegacao Ltda.;0,00;860,00;860,00;0,00
148;02.01.002.001.000129776;;Linea Servicos Logisticos Ltda;852,45;3.552,12;3.634,17;934,50
148;02.01.002.001.000131302;;Locaweb Servicos De Internet S/a;0,00;99,40;99,40;0,00
148;02.01.002.001.000129769;;Logcomex Ltda.;0,00;1.751,64;1.751,64;0,00
148;02.01.002.001.000564798;;Loja Veneir Ltda;0,00;45,61;45,61;0,00
148;02.01.002.001.000003061;;Lr Logistics Solutions Sociedade Unipessoal Limitada;11.034,59;29.931,23;18.896,64;0,00
148;02.01.002.001.000566086;;M.molt Ltda;0,00;180.000,00;180.000,00;0,00
148;02.01.002.001.000004018;;Made Embalagens Ltda;12.480,00;12.480,00;12.480,00;12.480,00
148;02.01.002.001.000119666;;Manero Comercio Atacadista E Varejista Ltda;0,00;78,99;78,99;0,00
148;02.01.002.001.000566060;;Marcio Leandro Feijo 02663337960;0,00;1.600,00;1.600,00;0,00
148;02.01.002.001.000004042;;Mec Coffee Service Ltda;0,00;649,60;1.299,20;649,60
148;02.01.002.001.000129780;;Mgk Assessoria Sociedade Simples Limitada;0,00;2.275,00;2.275,00;0,00
148;02.01.002.001.000183768;;Minimal Club Ltda;0,00;0,00;480,60;480,60
148;02.01.002.001.000000525;;Multilog Brasil S.a.;1.444,99;9.699,84;8.765,09;510,24
148;02.01.002.001.000129785;;Multilog S/a;0,00;6.400,50;11.601,41;5.200,91
148;02.01.002.001.000119487;;Nexxera Mercantil Servicos Sa;0,00;139,80;139,80;0,00
148;02.01.002.001.000564796;;Omz Comercio, Importacao E Exportacao Ltda;0,00;42,95;42,95;0,00
148;02.01.002.001.000129790;;Orcali Servicos De Limpeza Ltda;2.821,69;2.821,69;2.821,69;2.821,69
148;02.01.002.001.000131838;;Orsesp Organizacao De Servicos Especializados Ltda;3.243,21;3.243,21;3.243,21;3.243,21
148;02.01.002.001.000129779;;P M Despachos Aduaneiros E Representacoes Ltda;8.926,23;11.178,63;12.947,79;10.695,39
148;02.01.002.001.000000674;;Papersul Materiais De Escritorio E Limpeza Ltda;3.261,27;3.261,27;0,00;0,00
148;02.01.002.001.000490143;;Perri Multisservico Ltda;0,00;9.700,00;9.700,00;0,00
148;02.01.002.001.000004177;;Plig Bar & Comercio Ltda.;0,00;380,00;380,00;0,00
148;02.01.002.001.000004246;;Poly Terminais Portuarios Sa;43.585,81;195.137,71;221.266,33;69.714,43
148;02.01.002.001.000129716;;Portonave S/a - Terminais Portuarios De Navegantes;0,00;5.665,42;11.430,64;5.765,22
148;02.01.002.001.000000158;;Pronta Servicos Contabeis S/s;0,00;16.156,10;16.156,10;0,00
148;02.01.002.001.000565158;;Publi House Brasil Ltda;0,00;13,90;13,90;0,00
148;02.01.002.001.000129773;;Quadra E Weber Ltda;568,00;1.755,08;1.187,08;0,00
148;02.01.002.001.000192208;;Qualita Transportes Ltda;2.312,40;4.707,52;5.759,92;3.364,80
148;02.01.002.001.000129772;;Quality Logistica Multimodal E Comercio Exterior Ltda;22.950,00;72.900,00;56.700,00;6.750,00
148;02.01.002.001.000566687;;Rappi Brasil Intermediacao De Negocios Ltda;0,00;0,00;8.755,66;8.755,66
148;02.01.002.001.000003162;;Recrie Transportes E Logistica Ltda;75.729,89;36.115,09;23.574,95;63.189,75
148;02.01.002.001.000318536;;Relampago Logistica Eireli;0,00;0,00;8.064,90;8.064,90
148;02.01.002.001.000566087;;Rica Ltda;0,00;180.000,00;180.000,00;0,00
148;02.01.002.001.000319878;;Rober Paulo Basegio;0,00;159.430,00;159.430,00;0,00
148;02.01.002.001.000633951;;Saint Paul Educacional Ltda.;0,00;0,00;2.693,49;2.693,49
148;02.01.002.001.000063117;;Scansource Brasil Distribuidora De Tecnologias Ltda;0,00;123,81;123,81;0,00
148;02.01.002.001.000321370;;Smmota Consultoria Em Tecnologia Da Informacao Ltda;17.500,00;17.500,00;17.500,00;17.500,00
148;02.01.002.001.000460669;;Sociedade De Ensino Superior Estacio De Sa Ltda;0,00;421,64;421,64;0,00
148;02.01.002.001.000564721;;Sociedade Tecnica Educacional Da Lapa S/a;0,00;192,78;192,78;0,00
148;02.01.002.001.000003985;;Supermercado Meschke Ltda;0,00;50,29;50,29;0,00
148;02.01.002.001.000003164;;Taff Brasil Transportes Ltda;20.999,52;13.763,71;30.090,99;37.326,80
148;02.01.002.001.000004040;;Teckplast Comercio De Embalagens Ltda;42.575,53;42.575,53;0,00;0,00
148;02.01.002.001.000562117;;Teixeira E Paula Shop Ltda;0,00;0,00;157,38;157,38
148;02.01.002.001.000048348;;Transportes Silvio Ltda;54.612,14;54.612,14;0,00;0,00
148;02.01.002.001.000000502;;Transwinter Transporte E Logistica Ltda.;0,01;0,01;0,00;0,00
148;02.01.002.001.000251175;;Tuv Sud Sfdk Laboratorio De Analise De Produtos Ltda;0,00;2.252,40;2.252,40;0,00
148;02.01.002.001.000004087;;Unigraf Comunicacao Visual Ltda;21.434,61;23.744,61;5.051,24;2.741,24
148;02.01.002.001.000003993;;Unigraf Editora E Grafica Ltda;20.985,80;38.875,58;76.122,29;58.232,51
148;02.01.002.001.000261389;;Vrn Empresa De Comercio Ltda;179,82;0,00;0,00;179,82
148;02.01.002.001.000129778;;Winelab Laboratorio De Analises Ltda;3.150,00;4.095,00;945,00;0,00
148;02.01.002.001.000249172;;Wk Administradora Hoteleira Ltda;5.225,00;0,00;0,00;5.225,00
768;02.01.002.003;T;FORNECEDORES INTERNACIONAIS;892.004,53;12.328.323,22;13.183.649,70;1.747.331,01
769;02.01.002.003.000004198;;Adega Mãe - Sociedade Agrícola, Lta.;0,00;71.101,76;71.101,76;0,00
769;02.01.002.003.000024249;;Agricola Casas Del Bosque Ltda;0,00;0,00;260.085,39;260.085,39
769;02.01.002.003.000563473;;Agromonte;0,00;93.299,19;93.299,19;0,00
769;02.01.002.003.000004196;;Angel Camacho Alimentación;0,00;120.553,75;120.553,75;0,00
769;02.01.002.003.000004207;;Armenia Export Ltda;0,00;425.916,07;425.916,07;0,00
769;02.01.002.003.000566957;;Ati All Trade Inc.;0,00;409.068,27;409.068,27;0,00
769;02.01.002.003.000011531;;Banketbakkerij Merba Bv;0,00;268.762,89;268.762,89;0,00
769;02.01.002.003.000004148;;Bernabé Biosca Alimentacion S.a.u;0,00;104.653,56;104.653,56;0,00
769;02.01.002.003.000184213;;Bodegas Carrau;0,00;223.629,00;223.629,00;0,00
769;02.01.002.003.000049233;;Casa Ermelinda Freitas;0,00;98.002,75;98.002,75;0,00
769;02.01.002.003.000560432;;Casalasco Societa Agricola S.p.a;0,00;49.796,17;49.796,17;0,00
769;02.01.002.003.000255473;;Cdc Wines Spa;0,00;0,00;98.727,38;98.727,38
769;02.01.002.003.000193351;;Celikler Gida Endustri San. Ve Tic. A.s.;0,00;94.218,27;94.218,27;0,00
769;02.01.002.003.000004169;;Cepas Argentinas Sa;0,00;0,00;95.986,06;95.986,06
769;02.01.002.003.000004190;;Desiamcuisine (thailand) Co., Ld.;0,00;55.507,56;55.507,56;0,00
769;02.01.002.003.000011547;;Fattoria Italia Di Casadei F. & C. Snc;0,00;58.426,57;58.426,57;0,00
769;02.01.002.003.000064493;;Firma Italia;0,00;75.673,97;75.673,97;0,00
769;02.01.002.003.000004049;;Gala Srl;0,00;164.537,40;164.537,40;0,00
769;02.01.002.003.000184215;;Galowin Sociedad Anonima;0,00;4.199.026,02;4.199.026,02;0,00
769;02.01.002.003.000004144;;Gimenez Mendez S.r.l.;0,00;65.483,78;65.483,78;0,00
769;02.01.002.003.000004141;;Grupo Penaflor S.a.;0,00;177.086,07;301.339,87;124.253,80
769;02.01.002.003.000061128;;Kaiken Wines;0,00;0,00;114.596,49;114.596,49
769;02.01.002.003.000003991;;Kims Chocolates Nv;0,00;150.971,46;150.971,46;0,00
769;02.01.002.003.000011545;;La Mole;0,00;71.817,52;71.817,52;0,00
769;02.01.002.003.000049229;;Lago Group S.p.a;0,00;161.085,61;161.085,61;0,00
769;02.01.002.003.000183846;;Menz & Gasser;0,00;136.114,78;136.114,78;0,00
769;02.01.002.003.000003980;;Mondelez Argentina S.a.;0,00;141.697,00;141.697,00;0,00
769;02.01.002.003.000003977;;Montes S.a.;0,00;425.826,51;425.826,51;0,00
769;02.01.002.003.000004135;;Mosquita Muerta (millan S.a.);458.121,23;458.121,23;0,00;0,00
769;02.01.002.003.000135370;;Olearia Clemente S.r.l.;0,00;242.547,45;242.547,45;0,00
769;02.01.002.003.000128011;;Olitalia S.r.l;0,00;1.066.843,81;1.066.843,81;0,00
769;02.01.002.003.000427568;;Pastificio Di Martino Gaetano & F.lli S.p.a;0,00;132.251,00;132.251,00;0,00
769;02.01.002.003.000563471;;Pisquera Tulahuen Spa;0,00;28.505,43;28.505,43;0,00
769;02.01.002.003.000024328;;Pmc Food R.r.l.;0,00;347.474,22;347.474,22;0,00
769;02.01.002.003.000321350;;Renieris P.c El Renieris & Co;0,00;323.513,45;323.513,45;0,00
769;02.01.002.003.000570659;;Roodenrijs Kaastabletten Industrie Roka Bv;0,00;52.485,73;52.485,73;0,00
769;02.01.002.003.000563475;;Rubio Snacks, S.l.;0,00;254.919,47;254.919,47;0,00
769;02.01.002.003.000011538;;Salin Sas;0,00;103.437,38;103.437,38;0,00
769;02.01.002.003.000004209;;San Remo Macaroni Company Pty Ltd;0,00;85.590,29;85.590,29;0,00
769;02.01.002.003.000004031;;Shijiazhuang Far East Import & Export Trading Co., Ltd;0,00;96.569,96;96.569,96;0,00
769;02.01.002.003.000004206;;Sinzero - Comercial Dyp Spa;0,00;31.190,48;31.190,48;0,00
769;02.01.002.003.000256024;;Solen Cikolata Gida San Ve Tic A.s.;0,00;274.819,86;274.819,86;0,00
769;02.01.002.003.000566954;;Taokaenoi Food & Marketing Plc.;0,00;32.172,11;32.172,11;0,00
769;02.01.002.003.000573434;;Uvas Del Valle S.a.;0,00;58.391,90;116.783,80;58.391,90
769;02.01.002.003.000004225;;Viña Luis Felipe Edwards Limitada;0,00;214.877,73;728.088,18;513.210,45
769;02.01.002.003.000003976;;Vina Luis Felipe Edwards Ltda.;433.883,30;156.937,77;0,00;276.945,53
769;02.01.002.003.000011532;;Vina San Esteban S.a.;0,00;0,00;205.134,01;205.134,01
769;02.01.002.003.000004155;;Viña Vik Spa;0,00;182.813,21;182.813,21;0,00
769;02.01.002.003.000004150;;Vinos Santa Ema S.a;0,00;179.146,69;179.146,69;0,00
769;02.01.002.003.000004202;;Xiamen Panpan Foodstuff Investment Co Ltd;0,00;163.458,12;163.458,12;0,00
182;02.01.003;T;OBRIGAÇÕES TRIBUTÁRIAS;4.464.401,04;5.781.180,38;5.766.853,49;4.450.074,15
183;02.01.003.001;T;IMPOSTOS RETIDOS A RECOLHER;68.124,21;43.218,45;62.152,28;87.058,04
617;02.01.003.001.006;;CSRF Retido a Recolher;887,80;887,80;27.140,27;27.140,27
2707;02.01.003.001.007;;INSS Retido a Recolher;643,31;643,31;643,31;643,31
184;02.01.003.001.001;;IRRF Pessoa Física a Recolher;66.187,89;41.282,13;25.352,25;50.258,01
185;02.01.003.001.002;;IRRF Pessoa Jurídica a Recolher;239,45;239,45;8.850,69;8.850,69
186;02.01.003.001.003;;ISS Retido a Recolher;165,76;165,76;165,76;165,76
189;02.01.003.002;T;IMPOSTOS E CONTRIBUIÇÕES SOBRE O LUCRO;2.560.615,99;0,00;137.744,68;2.698.360,67
193;02.01.003.002.005;;CSLL S/ Estimativa a Recolher;666.557,88;0,00;37.320,54;703.878,42
616;02.01.003.002.006;;IRPJ S/ Estimativa a Recolher;1.894.058,11;0,00;100.424,14;1.994.482,25
194;02.01.003.003;T;IMPOSTOS E CONTRIBUIÇÕES S/RECEITAS;1.835.660,84;5.737.961,93;5.566.956,53;1.664.655,44
196;02.01.003.003.002;;COFINS a Recolher;27.126,75;1.293.276,33;1.294.082,55;27.932,97
199;02.01.003.003.005;;Fundos a Recolher;75.951,54;75.951,54;74.389,93;74.389,93
